booking_id,booking_date,departure_date,advance_booking_days,passenger_name,email,phone,country,city,origin,destination,distance_miles,cabin_class,num_passengers,fare_per_passenger,total_fare,payment_method,payment_status,payment_attempts,booking_channel,bookings_last_24h,ip_address,device_id,device_reuse_count,is_cancelled,cancellation_time_hours,is_frequent_flyer,ff_miles,ff_tier,account_age_days,calculated_risk_score,is_fraud,fraud_flags,rule_based_score,num_flags,rule_based_prediction,ml_anomaly_prediction,ml_anomaly_score,ml_risk_label,final_fraud_score,final_risk_category
BK010615,2024-12-25,2025-02-07 00:00:00,44,Passenger615 Legit187,passenger615.legit187234@yahoo.com,+130-980-5610,USA,Houston,Boston,SFO,2704,Economy,3,323.13,969.38,Debit Card,Success,1,Website,0,3.63.8.158,58ec48dbed191bf9,2,False,,False,0,,1753,0,False,CLEAN,0,0,LOW_RISK,1,-0.44538018364001364,NORMAL,8.65,LOW
BK010616,2024-12-10,2025-01-25 00:00:00,46,Passenger616 Legit477,passenger616.legit477454@icloud.com,+694-897-6702,UK,Manchester,Boston,SFO,2704,Business,3,1000.26,3000.78,Debit Card,Success,1,Website,0,90.236.222.1,7a2029a1ca8a5da2,1,False,,False,0,,1784,0,False,CLEAN,0,0,LOW_RISK,1,-0.4931867711797712,NORMAL,14.95,LOW
BK010617,2024-11-04,2025-01-01 00:00:00,58,Passenger617 Legit139,passenger617.legit139103@hotmail.com,+409-382-2474,Singapore,Singapore,Chicago,Miami,1188,First Class,2,732.15,1464.29,Credit Card,Success,1,Call Center,1,103.75.15.223,bb731fca3d81d3de,1,False,,False,0,,1129,0,False,CLEAN,0,0,LOW_RISK,1,-0.42632471216539497,NORMAL,6.13,LOW
BK010618,2024-12-23,2025-01-08 00:00:00,16,Passenger618 Fraud620,passenger618.fraud620341@gmail.com,+993-148-5714,USA,Houston,NYC,LAX,2451,Business,2,846.93,1693.86,Bank Transfer,Failed,6,Airport Counter,2,126.129.254.8,64ecdb129c79a519,5,True,43.0,False,0,,24,55,True,"MULTIPLE_PAYMENT_FAILS,PAYMENT_FAILED",70,2,HIGH_RISK,-1,-0.5791088124000879,ANOMALY,68.29,HIGH
BK010619,2024-12-27,2025-01-19 00:00:00,23,Passenger619 Legit512,passenger619.legit512448@yahoo.com,+81-461-2049,Singapore,Singapore,LAX,Tokyo,5478,Premium Economy,2,1094.35,2188.7,Bank Transfer,Success,1,Travel Agent,1,103.51.159.248,6a58f7fcce5ba34a,3,False,,False,0,,418,0,False,CLEAN,0,0,LOW_RISK,1,-0.41308913933484886,NORMAL,4.39,LOW
BK010620,2025-01-25,2025-02-11 00:00:00,17,Passenger620 Fraud702,passenger620.fraud702269@icloud.com,+242-656-2113,USA,New York,Houston,Phoenix,1009,Business,1,399.68,399.68,Credit Card,Success,1,Airport Counter,14,46.252.114.166,8e790e84e7a8b9e1,19,False,,False,0,,17,40,True,"HIGH_VELOCITY,DEVICE_ABUSE",45,2,MEDIUM_RISK,-1,-0.6137348896320634,ANOMALY,57.86,MEDIUM
BK010621,2024-12-19,2025-01-01 00:00:00,13,Passenger621 Legit204,passenger621.legit204497@outlook.com,+976-150-8946,Canada,Toronto,Boston,SFO,2704,First Class,3,1580.98,4742.95,Debit Card,Success,1,Mobile App,2,147.58.228.207,1697a27e4a4d13de,1,False,,False,0,,518,0,False,CLEAN,0,0,LOW_RISK,1,-0.4945873949177211,NORMAL,15.14,LOW
BK010622,2024-11-18,2024-11-26 00:00:00,8,Passenger622 Legit968,passenger622.legit96853@icloud.com,+472-939-9856,Australia,Melbourne,London,Paris,214,Premium Economy,1,35.7,35.7,Credit Card,Success,1,Website,2,1.120.189.176,7a7344eb52c379a3,3,False,,False,0,,1777,0,False,CLEAN,0,0,LOW_RISK,1,-0.4724197118052352,NORMAL,12.21,LOW
BK010623,2024-11-15,2024-11-27 00:00:00,12,Passenger623 Legit250,passenger623.legit250749@icloud.com,+516-740-5747,Japan,Tokyo,Tokyo,Seoul,735,Economy,1,105.06,105.06,Bank Transfer,Success,1,Mobile App,0,126.231.182.134,219f8551c9b334ce,3,False,,False,0,,1081,0,False,CLEAN,0,0,LOW_RISK,1,-0.42169073433808413,NORMAL,5.52,LOW
BK010624,2024-11-02,2024-12-13 00:00:00,41,Passenger624 Legit482,passenger624.legit482832@gmail.com,+266-653-1767,Canada,Toronto,Houston,Phoenix,1009,First Class,4,603.01,2412.06,Credit Card,Success,1,Airport Counter,0,147.206.46.196,9532ae7ace44ec4d,3,False,,True,135989,Gold,1561,0,False,CLEAN,0,0,LOW_RISK,-1,-0.5770557338871022,ANOMALY,26.02,LOW
BK010625,2024-11-22,2025-01-06 00:00:00,45,Passenger625 Legit376,passenger625.legit376475@hotmail.com,+593-786-8817,Singapore,Singapore,Singapore,Bangkok,882,Economy,3,96.63,289.88,PayPal,Success,1,Airport Counter,1,103.181.218.12,21e2a01c8fee433a,3,False,,True,79479,Gold,1560,0,False,CLEAN,0,0,LOW_RISK,1,-0.49513941928987953,NORMAL,15.21,LOW
BK010626,2025-01-11,2025-02-01 00:00:00,21,Passenger626 Legit807,passenger626.legit807363@gmail.com,+798-571-7523,UAE,Abu Dhabi,Orlando,Vegas,2028,Premium Economy,3,398.62,1195.87,Points,Success,1,Travel Agent,2,5.135.219.7,9aa4c428bf9fd975,2,False,,True,121377,Gold,203,0,False,CLEAN,0,0,LOW_RISK,1,-0.49933150161077483,NORMAL,15.76,LOW
BK010627,2024-12-20,2025-01-05 00:00:00,16,Passenger627 Legit446,passenger627.legit446594@yahoo.com,+846-745-7662,Canada,Vancouver,NYC,LHR,3451,Business,2,1118.25,2236.5,Points,Success,1,Travel Agent,2,142.21.223.36,cdaf805865d04a88,2,False,,False,0,,1721,0,False,CLEAN,0,0,LOW_RISK,1,-0.4475931282988347,NORMAL,8.94,LOW
BK010628,2024-11-09,2024-12-13 00:00:00,34,Passenger628 Legit716,passenger628.legit716854@gmail.com,+92-407-2210,USA,Miami,Toronto,Vancouver,2080,Premium Economy,1,402.84,402.84,Debit Card,Success,1,Website,0,3.243.208.229,33cab5cc8012d5b6,2,False,,True,71718,Gold,837,0,False,CLEAN,0,0,LOW_RISK,1,-0.4628779458226749,NORMAL,10.96,LOW
BK010629,2024-12-13,2025-02-07 00:00:00,56,Passenger629 Legit196,passenger629.legit196369@outlook.com,+769-409-9119,USA,Los Angeles,Boston,SFO,2704,Premium Economy,3,456.24,1368.71,Credit Card,Success,1,Call Center,1,3.213.205.217,0ef53271df54eac0,2,False,,False,0,,1710,0,False,CLEAN,0,0,LOW_RISK,1,-0.45075716032932517,NORMAL,9.36,LOW
BK010630,2025-01-29,2025-01-29 19:00:00,0,Passenger630 Fraud628,passenger630.fraud628560@icloud.com,+980-846-1046,France,Marseille,LAX,Tokyo,5478,First Class,2,3101.55,6203.1,PayPal,Success,1,Website,1,51.192.135.140,c99c0a167b7202a7,3,False,,False,0,,18,15,True,LAST_MINUTE_HIGH_VALUE,25,1,LOW_RISK,-1,-0.5454678814422991,ANOMALY,36.85,LOW
BK010631,2024-12-27,2025-01-22 00:00:00,26,Passenger631 Legit733,passenger631.legit733581@outlook.com,+706-987-2479,Germany,Munich,Orlando,Vegas,2028,Business,3,785.94,2357.81,PayPal,Success,1,Airport Counter,0,46.29.244.93,46d665770747bf09,3,False,,False,0,,271,0,False,CLEAN,0,0,LOW_RISK,1,-0.44998522426685056,NORMAL,9.25,LOW
BK010632,2024-11-11,2024-12-15 00:00:00,34,Passenger632 Legit172,passenger632.legit172853@icloud.com,+551-870-7469,USA,Los Angeles,Houston,Phoenix,1009,Premium Economy,4,180.59,722.35,Bank Transfer,Success,1,Airport Counter,1,50.190.28.98,70ddb15e72058fdf,1,True,632.0,False,0,,1352,0,False,CLEAN,0,0,LOW_RISK,1,-0.43457294391355145,NORMAL,7.22,LOW
BK010633,2025-01-07,2025-02-20 00:00:00,44,Passenger633 Legit239,passenger633.legit23949@outlook.com,+943-485-7144,India,Mumbai,Dallas,Denver,641,Business,4,237.54,950.18,Bank Transfer,Success,1,Mobile App,0,125.161.216.222,4d70fb51b27cf6bd,2,False,,False,0,,239,0,False,CLEAN,0,0,LOW_RISK,1,-0.45541934945485335,NORMAL,9.97,LOW
BK010634,2024-12-11,2025-01-01 00:00:00,21,Passenger634 Legit901,passenger634.legit901825@icloud.com,+30-535-3143,Australia,Brisbane,Dallas,Denver,641,Premium Economy,3,112.78,338.33,Bank Transfer,Success,1,Travel Agent,1,2.27.55.102,0d3b6a02d22c778d,2,False,,False,0,,289,0,False,CLEAN,0,0,LOW_RISK,1,-0.4165873367413551,NORMAL,4.85,LOW
BK010635,2024-11-21,2024-11-29 00:00:00,8,Passenger635 Fraud791,8404temp62@10minutemail.net,+319-510-3200,Canada,Toronto,Boston,SFO,2704,Business,1,906.37,906.37,Debit Card,Success,1,Airport Counter,1,147.30.3.195,17f327651153838d,1,True,38.0,False,0,,12,30,True,SUSPICIOUS_EMAIL,35,1,LOW_RISK,1,-0.44700148825929836,NORMAL,29.86,LOW
BK010636,2024-11-17,2024-12-06 00:00:00,19,Passenger636 Legit606,passenger636.legit606592@icloud.com,+904-466-8275,UK,London,Orlando,Vegas,2028,Economy,3,251.59,754.78,Bank Transfer,Success,1,Website,0,80.84.27.53,e4a1cc7a8e0d37e2,2,False,,False,0,,1160,0,False,CLEAN,0,0,LOW_RISK,1,-0.4131661640080606,NORMAL,4.4,LOW
BK010637,2025-01-29,2025-03-14 00:00:00,44,Passenger637 Legit540,passenger637.legit540473@icloud.com,+359-938-3765,Singapore,Singapore,Atlanta,Seattle,2182,Business,3,930.37,2791.1,Debit Card,Success,1,Airport Counter,1,103.185.137.13,51954ab0b2601ef3,3,False,,True,101318,Gold,764,0,False,CLEAN,0,0,LOW_RISK,1,-0.4993270463640945,NORMAL,15.76,LOW
BK010638,2024-11-19,2024-12-08 00:00:00,19,Passenger638 Legit446,passenger638.legit446144@yahoo.com,+158-830-8331,UK,London,Dubai,Mumbai,1200,Business,4,477.21,1908.84,Points,Success,1,Travel Agent,0,80.150.85.126,a084690656e2a45e,1,False,,False,0,,1283,0,False,CLEAN,0,0,LOW_RISK,1,-0.4725636758233178,NORMAL,12.23,LOW
BK010639,2024-11-10,2024-12-17 00:00:00,37,Passenger639 Legit273,passenger639.legit273671@icloud.com,+63-920-2102,UAE,Dubai,Sydney,Melbourne,442,First Class,2,304.45,608.9,PayPal,Success,1,Airport Counter,0,6.74.136.160,2ea7ef12b3768d29,1,False,,True,85106,Gold,204,0,False,CLEAN,0,0,LOW_RISK,1,-0.48339068988020545,NORMAL,13.66,LOW
BK010640,2025-01-21,2025-02-23 00:00:00,33,Passenger640 Fraud983,passenger640.fraud983452@hotmail.com,+518-393-9424,UK,Birmingham,Dubai,Mumbai,1200,Economy,2,137.04,274.08,PayPal,Failed,7,Airport Counter,2,125.54.7.165,9df137ac3b0fa212,3,False,,False,0,,4,75,True,"MULTIPLE_PAYMENT_FAILS,PAYMENT_FAILED",70,2,HIGH_RISK,-1,-0.572956314944534,ANOMALY,67.48,HIGH
BK010641,2025-01-24,2025-02-16 00:00:00,23,Passenger641 Legit614,passenger641.legit614396@icloud.com,+582-693-7972,Germany,Frankfurt,Orlando,Vegas,2028,Premium Economy,1,362.05,362.05,PayPal,Success,1,Call Center,1,46.129.192.60,fbd1c09e4b8a7ac2,1,False,,False,0,,1286,0,False,CLEAN,0,0,LOW_RISK,1,-0.40870992307238563,NORMAL,3.81,LOW
BK010642,2024-12-03,2024-12-21 00:00:00,18,Passenger642 Legit490,passenger642.legit490927@yahoo.com,+852-670-4709,India,Mumbai,Dubai,Mumbai,1200,First Class,2,760.64,1521.27,Debit Card,Success,1,Airport Counter,1,106.200.80.242,0fcaae1aa1b8ad49,3,False,,True,139921,Gold,281,0,False,CLEAN,0,0,LOW_RISK,1,-0.5043432861293689,NORMAL,16.43,LOW
BK010643,2024-11-28,2024-12-15 00:00:00,17,Passenger643 Legit670,passenger643.legit67046@gmail.com,+16-289-4768,Canada,Toronto,Tokyo,Seoul,735,Premium Economy,1,119.72,119.72,Points,Success,1,Website,0,142.246.197.32,3b1a9a0f632623d9,3,False,,True,102693,Gold,965,0,False,CLEAN,0,0,LOW_RISK,1,-0.49874892773975016,NORMAL,15.69,LOW
BK010644,2024-12-01,2025-01-12 00:00:00,42,Passenger644 Legit395,passenger644.legit395666@yahoo.com,+657-187-9361,India,Delhi,NYC,LAX,2451,Economy,4,289.09,1156.37,Points,Success,1,Call Center,1,125.50.17.1,f041edb6f4351f3f,3,False,,True,110978,Gold,553,0,False,CLEAN,0,0,LOW_RISK,1,-0.5124143331701008,NORMAL,17.49,LOW
BK010645,2024-12-06,2025-01-13 00:00:00,38,Passenger645 Fraud936,passenger645.fraud936340@gmail.com,+925-805-1754,Singapore,Singapore,Sydney,Melbourne,442,First Class,2,291.86,583.72,Bank Transfer,Success,1,Travel Agent,1,103.115.144.1,f39ffd92f07b8e72,2,True,40.0,False,0,,29,0,True,CLEAN,0,0,LOW_RISK,1,-0.40908561814997535,NORMAL,3.86,LOW
BK010646,2024-12-31,2025-01-09 00:00:00,9,Passenger646 Legit890,passenger646.legit89016@outlook.com,+792-675-4189,Germany,Frankfurt,Toronto,Vancouver,2080,First Class,4,1328.46,5313.84,PayPal,Success,1,Airport Counter,2,46.81.198.156,00ea42264d7ed516,1,False,,False,0,,1322,0,False,CLEAN,0,0,LOW_RISK,-1,-0.5323487128487733,ANOMALY,20.12,LOW
BK010647,2024-11-16,2024-12-23 00:00:00,37,Passenger647 Legit750,passenger647.legit750677@hotmail.com,+801-729-2190,Germany,Frankfurt,Toronto,Vancouver,2080,Business,1,757.26,757.26,Points,Success,1,Website,2,46.193.11.178,3d39f4f8f4f0d7a4,1,False,,False,0,,451,0,False,CLEAN,0,0,LOW_RISK,1,-0.4198478747471505,NORMAL,5.28,LOW
BK010648,2024-12-16,2025-01-21 00:00:00,36,Passenger648 Legit818,passenger648.legit818573@yahoo.com,+390-115-5959,Germany,Frankfurt,Singapore,Bangkok,882,Economy,1,119.42,119.42,Points,Success,1,Call Center,1,46.60.235.125,53ba4ab07dbaf3e0,2,False,,False,0,,462,0,False,CLEAN,0,0,LOW_RISK,1,-0.4004915580397383,NORMAL,2.73,LOW
BK010649,2024-11-24,2025-01-20 00:00:00,57,Passenger649 Legit494,passenger649.legit494555@icloud.com,+149-387-2505,UK,London,Toronto,Vancouver,2080,First Class,2,1286.34,2572.68,Debit Card,Success,1,Airport Counter,2,80.230.27.208,1bee83b18e4e028e,2,False,,False,0,,450,0,False,CLEAN,0,0,LOW_RISK,1,-0.43102319313538406,NORMAL,6.75,LOW
BK010650,2025-01-27,2025-01-27 17:00:00,0,Passenger650 Fraud666,passenger650.fraud666518@yahoo.com,+3-965-3318,USA,Chicago,Atlanta,Seattle,2182,Premium Economy,2,353.49,706.98,Points,Success,8,Travel Agent,5,106.142.240.254,df7374b8a464a47b,3,False,,False,0,,8,60,True,MULTIPLE_PAYMENT_FAILS,30,1,LOW_RISK,-1,-0.6120486265309002,ANOMALY,48.63,MEDIUM
BK010651,2025-01-06,2025-02-09 00:00:00,34,Passenger651 Fraud191,passenger651.fraud191735@hotmail.com,+247-192-3232,Canada,Toronto,Houston,Phoenix,1009,First Class,1,714.49,714.49,PayPal,Success,1,Airport Counter,0,103.91.237.227,915336841584b5e6,7,True,28.0,True,714,Bronze,23,15,True,CLEAN,0,0,LOW_RISK,1,-0.4850936375820013,NORMAL,13.89,LOW
BK010652,2024-12-27,2025-01-06 00:00:00,10,Passenger652 Legit936,passenger652.legit936205@gmail.com,+34-573-2161,France,Paris,Sydney,Melbourne,442,First Class,3,292.82,878.46,Credit Card,Success,1,Airport Counter,2,51.167.150.59,800328694b00681d,3,False,,False,0,,1139,0,False,CLEAN,0,0,LOW_RISK,1,-0.41698679715599873,NORMAL,4.9,LOW
BK010653,2024-11-28,2024-12-31 00:00:00,33,Passenger653 Legit668,passenger653.legit668610@outlook.com,+286-583-2893,UAE,Dubai,Toronto,Vancouver,2080,First Class,1,1482.38,1482.38,Points,Success,1,Call Center,2,5.109.36.10,713c3ab00c0d8688,2,True,384.0,False,0,,1539,0,False,CLEAN,0,0,LOW_RISK,1,-0.4445792732747498,NORMAL,8.54,LOW
BK010654,2024-11-24,2024-12-05 00:00:00,11,Passenger654 Legit327,passenger654.legit327219@outlook.com,+449-362-9585,Japan,Osaka,London,Paris,214,Premium Economy,3,44.74,134.21,Debit Card,Success,1,Call Center,2,126.19.219.115,2a1dee6e61014aa8,3,False,,False,0,,694,0,False,CLEAN,0,0,LOW_RISK,1,-0.4236183393961039,NORMAL,5.78,LOW
BK010655,2024-11-25,2025-01-06 00:00:00,42,Passenger655 Legit654,passenger655.legit654326@yahoo.com,+392-916-5881,India,Mumbai,Orlando,Vegas,2028,First Class,2,1292.31,2584.62,PayPal,Success,1,Call Center,2,106.201.184.115,528e86d3cf7b7aaf,2,False,,False,0,,993,0,False,CLEAN,0,0,LOW_RISK,1,-0.40346930776559053,NORMAL,3.12,LOW
BK010656,2024-11-02,2024-12-17 00:00:00,45,Passenger656 Legit678,passenger656.legit678960@outlook.com,+924-884-6317,USA,Miami,LAX,Tokyo,5478,Economy,1,688.92,688.92,PayPal,Success,1,Website,0,3.236.198.25,649a126f15916c2c,3,True,360.0,False,0,,1622,0,False,CLEAN,0,0,LOW_RISK,1,-0.43335529844194814,NORMAL,7.06,LOW
BK010657,2024-11-07,2024-12-27 00:00:00,50,Passenger657 Legit798,passenger657.legit798650@gmail.com,+416-834-7077,Canada,Toronto,Boston,SFO,2704,Premium Economy,3,557.43,1672.28,PayPal,Success,1,Website,2,142.93.224.231,4b675059976b66de,3,False,,False,0,,201,0,False,CLEAN,0,0,LOW_RISK,1,-0.44689427071017096,NORMAL,8.85,LOW
BK010658,2025-01-29,2025-02-08 00:00:00,10,Passenger658 Legit527,passenger658.legit527114@outlook.com,+220-983-3999,UK,Manchester,Singapore,Bangkok,882,Business,3,327.7,983.09,Points,Success,1,Website,1,80.226.97.217,dfd44349793880c5,2,False,,True,97763,Gold,1630,0,False,CLEAN,0,0,LOW_RISK,1,-0.5265865549943137,NORMAL,19.36,LOW
BK010659,2025-01-22,2025-01-30 00:00:00,8,Passenger659 Legit790,passenger659.legit790770@gmail.com,+50-109-7433,Australia,Brisbane,Atlanta,Seattle,2182,Business,2,935.52,1871.03,Credit Card,Success,1,Call Center,0,1.109.219.12,8950bc707d69075a,3,False,,False,0,,311,0,False,CLEAN,0,0,LOW_RISK,1,-0.4383835460537048,NORMAL,7.72,LOW
BK010660,2025-01-18,2025-02-02 00:00:00,15,Passenger660 Fraud407,passenger660.fraud407368@outlook.com,+779-868-4991,UAE,Dubai,London,Paris,214,Business,2,31.46,62.93,Credit Card,Success,1,Airport Counter,5,126.37.198.184,57db4e6da2dee847,1,False,,False,0,,16,25,True,SUSPICIOUS_DISCOUNT,20,1,LOW_RISK,1,-0.4725150476701482,NORMAL,24.23,LOW
BK010661,2024-11-28,2025-01-16 00:00:00,49,Passenger661 Legit796,passenger661.legit796869@outlook.com,+315-694-7143,Australia,Brisbane,LAX,Tokyo,5478,Premium Economy,1,888.26,888.26,Bank Transfer,Success,1,Call Center,0,1.82.178.213,8d528aec2c633a25,1,False,,False,0,,821,0,False,CLEAN,0,0,LOW_RISK,1,-0.4139799743752167,NORMAL,4.5,LOW
BK010662,2024-12-07,2024-12-20 00:00:00,13,Passenger662 Legit500,passenger662.legit500189@icloud.com,+63-742-4060,Japan,Osaka,LAX,Tokyo,5478,Premium Economy,2,1120.91,2241.83,PayPal,Success,1,Website,2,126.215.23.92,1b9d71176dc2bf86,1,False,,False,0,,1318,0,False,CLEAN,0,0,LOW_RISK,1,-0.420542772154905,NORMAL,5.37,LOW
BK010663,2024-12-02,2024-12-09 00:00:00,7,Passenger663 Legit622,passenger663.legit62291@hotmail.com,+403-554-4603,Canada,Toronto,Dallas,Denver,641,Premium Economy,1,113.59,113.59,PayPal,Success,1,Travel Agent,1,142.44.87.152,cad979abebfca969,3,False,,False,0,,989,0,False,CLEAN,0,0,LOW_RISK,1,-0.42867718977172586,NORMAL,6.44,LOW
BK010664,2024-12-24,2025-01-05 00:00:00,12,Passenger664 Fraud963,passenger664.fraud963363@icloud.com,+192-179-5191,USA,Los Angeles,Chicago,Miami,1188,First Class,2,790.12,1580.24,Debit Card,Success,1,Mobile App,13,125.86.50.166,7939d651aaf99b04,3,True,23.0,False,0,,16,45,True,HIGH_VELOCITY,25,1,LOW_RISK,-1,-0.5525264330855058,ANOMALY,37.78,LOW
BK010665,2025-01-02,2025-02-24 00:00:00,53,Passenger665 Legit634,passenger665.legit634580@gmail.com,+445-208-2836,USA,Chicago,Toronto,Vancouver,2080,First Class,2,1323.7,2647.41,PayPal,Success,1,Travel Agent,0,3.195.22.182,b9523a0cd7f009f5,2,False,,False,0,,1747,0,False,CLEAN,0,0,LOW_RISK,1,-0.45736777590618866,NORMAL,10.23,LOW
BK010666,2024-11-28,2024-12-09 00:00:00,11,Passenger666 Legit718,passenger666.legit718624@yahoo.com,+521-695-8857,Germany,Munich,Sydney,Melbourne,442,Premium Economy,3,79.52,238.56,PayPal,Success,1,Mobile App,0,46.83.0.14,6d0dab12e58ab3d0,3,False,,True,38413,Silver,1460,0,False,CLEAN,0,0,LOW_RISK,1,-0.48324084135821177,NORMAL,13.64,LOW
BK010667,2025-01-24,2025-02-09 00:00:00,16,Passenger667 Legit334,passenger667.legit33491@outlook.com,+286-598-5567,USA,Chicago,LAX,Tokyo,5478,Premium Economy,2,1160.93,2321.86,Points,Success,1,Call Center,2,3.5.64.189,b419d314c6f852b8,3,True,60.0,False,0,,283,0,False,CLEAN,0,0,LOW_RISK,1,-0.42836058582233993,NORMAL,6.4,LOW
BK010668,2024-11-20,2024-12-11 00:00:00,21,Passenger668 Legit831,passenger668.legit831735@hotmail.com,+510-467-3083,Canada,Toronto,Dubai,Mumbai,1200,Economy,2,145.71,291.42,Debit Card,Success,1,Travel Agent,1,142.208.129.102,18272e9db608882a,1,False,,False,0,,885,0,False,CLEAN,0,0,LOW_RISK,1,-0.39521875213141233,NORMAL,2.03,LOW
BK010669,2024-12-27,2025-02-01 00:00:00,36,Passenger669 Legit709,passenger669.legit709408@icloud.com,+99-725-9802,Japan,Osaka,Chicago,Miami,1188,Premium Economy,2,241.72,483.44,Credit Card,Success,1,Website,1,126.193.20.221,a71ad9092ce765f8,1,False,,False,0,,626,0,False,CLEAN,0,0,LOW_RISK,1,-0.38749459464565467,NORMAL,1.01,LOW
BK010670,2024-12-04,2024-12-04 19:00:00,0,Passenger670 Fraud904,passenger670.fraud904402@yahoo.com,+155-681-2329,India,Mumbai,NYC,LAX,2451,Premium Economy,1,398.91,398.91,Credit Card,Success,1,Travel Agent,0,126.43.201.93,8f1b75fa277ca0e8,14,False,,False,0,,1,50,True,DEVICE_ABUSE,20,1,LOW_RISK,-1,-0.5379122743891581,ANOMALY,32.85,LOW
BK010671,2024-11-26,2025-01-15 00:00:00,50,Passenger671 Legit541,passenger671.legit541789@yahoo.com,+735-330-7829,India,Bangalore,Boston,SFO,2704,Business,1,964.38,964.38,Points,Success,1,Mobile App,0,125.68.222.226,d9224dbd916607bd,1,False,,False,0,,703,0,False,CLEAN,0,0,LOW_RISK,1,-0.42570642221095867,NORMAL,6.05,LOW
BK010672,2024-11-18,2025-01-17 00:00:00,60,Passenger672 Legit520,passenger672.legit520273@yahoo.com,+104-795-9432,UAE,Abu Dhabi,London,Paris,214,Economy,4,30.42,121.7,Points,Success,1,Mobile App,2,6.43.194.68,e70981dede1df310,1,False,,False,0,,454,0,False,CLEAN,0,0,LOW_RISK,1,-0.48849855075328746,NORMAL,14.34,LOW
BK010673,2024-11-24,2024-12-24 00:00:00,30,Passenger673 Legit388,passenger673.legit388545@yahoo.com,+231-351-5271,USA,Chicago,Houston,Phoenix,1009,Premium Economy,1,207.53,207.53,Debit Card,Success,1,Travel Agent,1,3.191.136.95,0213d28dd3e48e4f,2,False,,False,0,,1592,0,False,CLEAN,0,0,LOW_RISK,1,-0.4126305135779133,NORMAL,4.33,LOW
BK010674,2024-12-13,2025-02-08 00:00:00,57,Passenger674 Legit375,passenger674.legit375601@outlook.com,+740-890-6496,Japan,Osaka,Houston,Phoenix,1009,Premium Economy,3,216.15,648.45,Bank Transfer,Success,1,Travel Agent,2,126.32.220.54,212e0c1b7f2f3930,2,False,,True,79855,Gold,937,0,False,CLEAN,0,0,LOW_RISK,1,-0.4860559314500403,NORMAL,14.01,LOW
BK010675,2024-11-02,2024-12-12 00:00:00,40,Passenger675 Fraud814,6598x98@10minutemail.net,+611-246-6293,India,Bangalore,Tokyo,Seoul,735,Business,2,305.16,610.31,Debit Card,Success,1,Call Center,10,106.136.92.99,99f8bf5ed1c96277,2,True,43.0,False,0,,20,25,True,"SUSPICIOUS_EMAIL,HIGH_VELOCITY",60,2,MEDIUM_RISK,1,-0.49321868382496337,NORMAL,50.96,MEDIUM
BK010676,2024-11-21,2024-12-24 00:00:00,33,Passenger676 Legit300,passenger676.legit300796@outlook.com,+908-416-4497,UK,Manchester,Chicago,Miami,1188,Economy,4,152.54,610.14,Debit Card,Success,1,Website,0,80.253.182.236,7e96ef77956ca244,1,False,,True,148912,Gold,1094,0,False,CLEAN,0,0,LOW_RISK,-1,-0.5463128686692141,ANOMALY,21.96,LOW
BK010677,2024-12-11,2024-12-11 13:00:00,0,Passenger677 Fraud670,passenger677.fraud670444@icloud.com,+817-571-5255,India,Bangalore,Dallas,Denver,641,Business,2,103.65,207.3,Debit Card,Success,1,Mobile App,12,147.204.165.105,731c2a6f7a3a54f3,5,True,4.0,False,0,,1,80,True,"HIGH_VELOCITY,QUICK_CANCEL,SUSPICIOUS_DISCOUNT",75,3,HIGH_RISK,-1,-0.5637792852402587,ANOMALY,69.27,HIGH
BK010678,2024-12-16,2025-02-13 00:00:00,59,Passenger678 Legit744,passenger678.legit744955@icloud.com,+65-125-7020,Canada,Vancouver,Dubai,Mumbai,1200,Business,1,393.51,393.51,Debit Card,Success,1,Call Center,0,147.237.99.31,7c951069ab96a00e,1,False,,True,37353,Silver,1755,0,False,CLEAN,0,0,LOW_RISK,-1,-0.528304146396361,ANOMALY,19.59,LOW
BK010679,2025-01-07,2025-03-06 00:00:00,58,Passenger679 Legit881,passenger679.legit881169@gmail.com,+204-224-4245,UK,Manchester,Boston,SFO,2704,First Class,3,1631.03,4893.09,Debit Card,Success,1,Airport Counter,2,80.248.126.89,702bbb70b89a0365,3,False,,False,0,,1530,0,False,CLEAN,0,0,LOW_RISK,1,-0.5181523081630551,NORMAL,18.25,LOW
BK010680,2024-11-22,2024-12-08 00:00:00,16,Passenger680 Legit340,passenger680.legit340717@icloud.com,+195-634-3855,Japan,Tokyo,LAX,Tokyo,5478,Economy,3,663.33,1989.98,Bank Transfer,Success,1,Mobile App,0,126.218.44.130,9a58a1ed6c9e039f,1,False,,True,17833,Bronze,1308,0,False,CLEAN,0,0,LOW_RISK,1,-0.4610015578528918,NORMAL,10.71,LOW
BK010681,2024-11-24,2024-12-25 00:00:00,31,Passenger681 Legit146,passenger681.legit146807@gmail.com,+783-617-3595,France,Lyon,Orlando,Vegas,2028,Premium Economy,4,332.76,1331.04,Credit Card,Success,1,Website,1,51.93.45.247,2e20d71be459aca6,2,False,,False,0,,1070,0,False,CLEAN,0,0,LOW_RISK,1,-0.4260502846544541,NORMAL,6.1,LOW
